DATE,IMPORTER,EXPORTER,VESSEL,BL,ORIGIN,QUANTITY(kg),DESCRIPTION,AMOUNT $(CIF), L. COST (PhP) 
25-Jan,H B FULLER PHILS INC,H. B. FULLER ADHESIVES MALAYSIA SDN,FELIXSTOWE BRIDGE 058E,COAU7120787660,MY,5400.00,ADVANTRA PHC 9256 (INDUSTRIAL ADHESIVES),"16,883.34",858439.00
25-Jan,H B FULLER PHILS INC,H. B. FULLER ADHESIVES MALAYSIA SDN,FELIXSTOWE BRIDGE 058E,COAU7120787660,MY,2400.00,DURABOND HM 1368 (INDUSTRIAL ADHESIVES),"5,609.76",286686.00
12-Jan,H B FULLER PHILS INC,H. B. FULLER ADHESIVES MALAYSIA SDN,SINO BRIDGE 001E,COAU7120780890,MY,2100.00,DURABOND HM 7296 (INDUSTRIAL ADHESIVES),"5,037.23",255981.00
25-Jan,H B FULLER PHILS INC,H. B. FULLER ADHESIVES MALAYSIA SDN,FELIXSTOWE BRIDGE 058E,COAU7120787660,MY,6075.00,GRIPWELL 1201 (INDUSTRIAL ADHESIVES),"10,911.03",555546.00
11-Jan,H B FULLER PHILS INC,H B FULLER DEUTSCHLAND PRODUKTIONS,THALASSA ELPIDA V.0951-019E,17HAM0038633,DE,13125.00,HARMLESS GLUE HM 8229 E,"43,023.65",2275859.00
12-Jan,H B FULLER PHILS INC,H.B FULLER (CHINA) ADHESIVES LTD,ASIA IPSA V.S048,0247A38357,CN,14513.00,HOT MELT ADHESIVES,"41,802.23",2112804.00
10-Jan,HAMBURG TRADING CORPORATION,CARGILL BIO CHEMICAL CO LTD,CIRCULAR QUAY,XDFF301758,CN,19800.00,1X20 CONTAINER 792 BAGS DISTARCH PHOSPHATE C,"20,569.36",1039386.00
17-Jan,HAMBURG TRADING CORPORATION,CARGILL BIO-CHEMICAL CO LTD,MARIA SCHULTE,XDFF301789,CN,19800.00,1X20 CONTAINER STC: 792 BAGS C STABITEX 0531,"15,196.63",774809.00
10-Jan,HAMBURG TRADING CORPORATION,CARGILL BIO CHEMICAL CO LTD,NAVIOS SUMMER,XDFF301737,CN,19850.00,1X20 CONTAINER STC: 794 BAGS DISTARCH PHOSPH,"15,233.31",772476.00
16-Jan,HAMBURG TRADING CORPORATION,CARGILL INCORPORATED,YM MATURITY V.047W,NYKSCHITH0845200,US,32500.00,2 X 20 CONTAINERS STC: 20 PALLETS C TEX 0620,"28,728.60",1502637.00
24-Jan,HAMBURG TRADING CORPORATION,CARGILL DEUTSCHLAND GMBH,YM WELLNESS V. 013E,MOLU28014395520,DE,85000.00,5 X 20 CONTAINERS STC: 3400 BAGS C TEX 06205,"75,154.00",3937044.00
8-Jan,HANKYU HANSHIN LOGISTICS PHILS INC.,"ITATSU CO., LTD",IWASHIRO 249S,MEI1173043,JP,1194.00,LOCTITE,"28,667.41",1506636.00
8-Jan,HANKYU HANSHIN LOGISTICS PHILS INC.,"ITATSU CO., LTD",CAPE NABIL 030S,MEI1173042,JP,277.00,LOCTITE 331 AND ETC,"6,866.45",363934.00
22-Jan,HARBEST AGRIBUSINESS CORPORATION,LIANG JIN ENTERPRISE CO. LTD,MAERSK WEISBADEN 1801,KHHMNS80111KB002,TW,5280.00,ADHESIVE SPRAY,"16,776.27",897062.00
18-Jan,HARVESTAR TECHNOLOGIES INC,HARVESTAR SOLUTIONS LIMITED,CX919,NNRHKG237122,CN,74.00,ADHESIVE TAPE D-COVER ASSEMBLY,"38,090.80",2026642.00
18-Jan,HARVESTAR TECHNOLOGIES INC,HARVESTAR SOLUTIONS LIMITED,CX919,NNRHKG237133,CN,76.00,ADHESIVE TAPE D-COVER ASSEMBLY  ETC,"27,246.80",1451478.00
23-Jan,HBW ENTERPRISES COMPANY,"NINGBO SUNLIT INTERNATIONAL CO., LT",COSCO FUKUYAMA,COAU7056297740,CN,56840.00,"WHITE GLUE-ITEM#EA-0800D, ITEM#G-40","59,257.27",3023005.00
16-Jan,HBW ENTERPRISES COMPANY,"NINGBO SUNLIT INTERNATIONAL CO., LT",SEASPAN NEW DELHI,COAU7056296300,CN,18600.00,"WHITE GLUE-ITEM#G-40, ITEM#G-100","11,904.31",609571.00
5-Jan,HBW ENTERPRISES COMPANY,"NINGBO SUNLIT INTERNATIONAL CO., LT",HAI LIAN,SITGNBMN205799,CN,18450.00,"WHITE GLUE-ITEM#G-40, ITEM#G-100, ITEM#88151","9,217.59",468953.00
3-Jan,HENKEL PHILIPPINES INC.,HENKEL ADHESIVE TECHNOLOGIES,MOL HOPE,SSGN2630429277,VN,27000.00,1X20 & 1X40 CTR STC LOCTITE BONDACE 7103LTF,"69,545.40",3519549.00
8-Jan,HENKEL PHILIPPINES INC.,HENKEL ADHESIVE TECHNOLOGIES,MOL HORIZON 1095E,SSGN2630431310,VN,9000.00,1X20 CTR STC LOCTITE BONDACE 7103LTF(E) ADHE,"23,231.80",1172923.00
3-Jan,HENKEL PHILIPPINES INC.,PT.HENKEL ADHESIVE TECHNOLOGIE,GUENTHER SCHULTE 708A,710012,ID,4475.00,"1X20 CTR STC TECHNOMELT 2202 WV,TECHNOMELT S","10,879.55",557935.00
25-Jan,HENKEL PHILIPPINES INC.,PT.HENKEL ADHESIVE TECHNOLOGIE,SONGA HAYDN 802A,710030,ID,4600.00,"1X20 CTR STC TECHNOMELT SUPRA 2202 WV,TECHNO","11,591.17",596162.00
18-Jan,HENKEL PHILIPPINES INC.,PT.HENKEL ADHESIVE TECHNOLOGIE,NORTHERN DEMOCRAT,710021,ID,10825.00,"1X40 CTR STC TECHNOMELT SUPRA 100,2304 WV,22","24,286.22",1237798.00
24-Jan,HENKEL PHILIPPINES INC.,HENKEL ADHESIVES COMPANY LIMIT,HUI JIN QIAO 188,UTCSE1801052,CN,8000.00,"ADHESIVE (AQUENCE XP 210 20KG,","14,435.89",781754.00
12-Jan,HENKEL PHILIPPINES INC.,HENKEL ADHESIVES TECHNOLOGIES,MAGNAVIA 17002S,UTCSE1712125,CN,10000.00,"ADHESIVE (TECHNOMELT COOL 2222 5KG,","25,444.75",1283616.00
30-Jan,HENKEL PHILIPPINES INC.,HENKEL ADHESIVES TECHNOLOGIES,VICTORIA SCHULTE 1801,UTCSE1801130,CN,20700.00,"ADHESIVE (TECHNOMELT GA 3030 W SPINE 25KG,","52,656.10",2705568.00
30-Jan,HENKEL PHILIPPINES INC.,HENKEL ADHESIVES TECHNOLOGIES,VICTORIA SCHULTE 1801,UTCSE1801083,CN,11000.00,"ADHESIVE (TECHNOMELT GA 3030 W SPINE 25KG,","27,687.15",1424890.00
26-Jan,HENKEL PHILIPPINES INC.,HENKEL ADHESIVES COMPANY LIMIT,HUI JIN QIAO 188,UTCSE1801067,CN,8000.00,"ADHESIVE (TECHNOMELT SUPRA 100 25KG,","22,572.46",1213565.00
26-Jan,HENKEL PHILIPPINES INC.,HENKEL LOCTITE (CHINA) CO. LTD,CI0701,TAO839088,CN,192.00,HENKEL (TM) STC: ADHESIVE (407 CA PRODUCT,"10,840.88",587375.00
18-Jan,HENKEL PHILIPPINES INC.,HENKEL LOCTITE (CHINA) CO. LTD,CX907,TAO839053,CN,231.00,HENKEL (TM) STC: ADHESIVE (LOCTITE 480,"10,996.75",589329.00
5-Jan,HENKEL PHILIPPINES INC.,HENKEL SINGAPORE PTE LTD,CALICANTO BRIDGE 244N,MNL171206620167,SG,129.00,"LOCTITE 515 TB50MLEN/CH,LOCTITE 609 B050MLEN","5,775.97",308008.00
22-Jan,HENKEL PHILIPPINES INC.,HENKEL CHEMICAL TECHNOLOGIES,MAERSK WIESBADEN VOY 1801,SHA807608,CN,4749.00,LOCTITE LIOFOL LA 6029 225KG,"17,707.03",900156.00
22-Jan,HENKEL PHILIPPINES INC.,HENKEL CHEMICAL TECHNOLOGIES,MAERSK WIESBADEN VOY 1801,SHA807608,CN,2609.00,LOCTITES (TECHNOMELT EASY-PAC 100 25KG),"9,727.31",495909.00
19-Jan,HENKEL PHILIPPINES INC.,HENKEL CHEMICAL TECHNOLOGIES,SITC GENSAN 1802S,SHA699570,CN,2212.00,TECHNOMELT 3183 25 KG,"7,327.16",375144.00
5-Jan,HENKEL PHILIPPINES INC.,HENKEL CHEMICAL TECHNOLOGIES,HEUNG-A GREEN 0133S,SHA693818,CN,3000.00,TECHNOMELT 3183 25KG,"7,984.97",408090.00
15-Jan,HENKEL PHILIPPINES INC.,HENKEL CHEMICAL TECHNOLOGIES,MAX KUDO 243VOS,SHA688038,CN,6000.00,"TECHNOMELT 3183 25KG,TECHNOMELT EASY-PAC","17,187.05",867155.00
30-Jan,HENKEL PHILIPPINES INC.,HENKEL CHEMICAL TECHNOLOGIES,MCC SEOUL VOY. 1803,SHA810034,CN,8110.00,"TECHNOMELT EASY-PAC 100 25KG,","29,353.23",1507822.00
8-Jan,HENKEL PHILIPPINES INC.,HENKEL ADHESIVES COMPANY LIMIT,XING HANG 68 171223,UTCSE1712089,CN,3400.00,TECHNOMELT SUPRA 100 25 KG,"11,031.78",589978.00
15-Jan,HENKEL PHILIPPINES INC.,HENKEL GLOBAL SUPPLY CHAIN BV,YM UBERTY V. 060E,MILXO7059829,NL,1536.00,TETRA PAK CAPFIX 100/TETRA PAK CAPFIX 500/TE,"6,150.66",330907.00
11-Jan,HENKEL PHILIPPINES INC.,HENKEL GLOBAL SUPPLY CHAIN B.V,YM UTOPIA 059E,MILXO7007729,NL,2304.00,TETRA PAK CAPFIX 600,"9,737.69",517667.00
29-Jan,HERCO TRADING INC,VITAL TECH SDN BHD,NAWATA BHUM 106E,PKGCB17011023,MY,47341.00,SEALANT,"38,010.74",2058244.00
25-Jan,HGST PHILIPPINES CORP.,THREE BOND SINGAPORE PTE LTD,FX5158,691612,SG,13.00,THREEBOND 3037D,"5,332.00",291727.00
5-Jan,HI-Q COMMERCIAL.INC,PANCHEM INTERNATIONAL TRADING AND I,HYUNDAI GLORY,HDMUQIML3615080,CN,7500.00,GELATIN POWDER 210 BLOOM 50 MESH,"31,246.89",1570157.00
5-Jan,HI-Q COMMERCIAL.INC,PANCHEM INTERNATIONAL TRADING AND I,HYUNDAI GLORY,HDMUQIML3615080,CN,7000.00,SOY PROTEIN ISOLATE FOOD GRADE,"19,661.91",990402.00
17-Jan,HILTI PHILIPPINES INC.,HILTI AG,ATACAMA,MNL215630,SG,2242.00,FILLING FOAM,"13,049.80",690167.00
22-Jan,HILTI PHILIPPINES INC.,HILTI CORPORATION,SONGA HAYON 802A,SGSIN0000083648,SG,4402.00,"HILTI FIXING EQUIPMENT INJECTABLE MORTAR, AD","79,340.53",4213129.00
30-Jan,HILTI PHILIPPINES INC.,HILTI CORPORATION,CMA CGM VERDI 247E,OOLU2598940680,SG,32797.00,"HILTI FIXING EQUIPMENT INJECTABLE MORTAR, FS","104,046.00",5586382.00
23-Jan,HIZON LABORATORIES INC,COLORCON ASIA PACIFIC PTE LTD,KOTA JUTA V.0320E,SEAE20310453,US,1500.00,4 PLTS. STARCH 1500 PARTIALY PREGELATINIZED,"6,050.00",319552.00
23-Jan,HOMEBASE TRADING & GEN MERCHANDISE,"PUNING JUN HAO YU TRADING CO., LTD.",SITC GENSAN V.1802S,STGS1802MN141,CN,5210.00,GLUE LIQUID,"7,981.09",408360.00
12-Jan,HONDA PHILIPPINES INC.,THREE BOND SINGAPORE PTE LTD,PR508,SIN1595498,SG,102.00,LIQUID GASKET/ THREEBOND 1215,"6,843.55",367197.00
12-Jan,HONDA TRADING PHILS. CORPORATION,HONDA TRADING ASIA CO LTD,ITAL MELODIA 0808 111E,EGLV050701161902,TH,12322.00,"PAINT SEALER,UNDER BODY COAT SEALER,SPOT SEA","25,666.94",1366237.00
16-Jan,HOUSE TECHNOLOGY INDUSTRIES PTE.LTD,HRD SINGAPORE PTE LTD,SITC SHIMIZU 1732S,SITSMMS17040262A,JP,43975.00,CEMEDINE EM346 1KG/12PCS/BOX (SILICON SEALAN,"138,360.05",7333355.00
16-Jan,HOUSE TECHNOLOGY INDUSTRIES PTE.LTD,HRD SINGAPORE PTE LTD,CAPE NABIL 031S,KKLUJPZA032677,JP,25484.00,CEMEDINE TILE EPOXY 50KG/SET (SILICON SEALAN,"129,534.21",6854357.00
8-Jan,HOUSE TECHNOLOGY INDUSTRIES PTE.LTD,HRD SINGAPORE PTE LTD,IWASHIRO 249S,KKLUJPZA032665A,JP,13619.00,GAIBUYOU SEALANT BLACK CH (SILICON SEALANT F,"80,320.37",4228828.00
5-Jan,HOUSE TECHNOLOGY INDUSTRIES PTE.LTD,HRD SINGAPORE PTE LTD,SITC DALIAN 1736S,SITSMMS17038312,JP,1336.00,MS A-432 (SEALANT FOR WINDOW),"7,801.05",414021.00
16-Jan,HOUSE TECHNOLOGY INDUSTRIES PTE.LTD,HRD SINGAPORE PTE LTD,SITC SHIMIZU 1732S,SITSMMS17040262A,JP,1660.00,REPAIR PUTTY 340G (CHEMICALS),"5,222.59",277625.00
25-Jan,HOUSE TECHNOLOGY INDUSTRIES PTE.LTD,HRD SINGAPORE PTE LTD,SITC DALIAN 1802S,SITSMMS1704269,JP,16879.00,SEKISUI BOND #94-ES BLACK DRUM,"102,120.63",5424269.00
5-Jan,HOUSE TECHNOLOGY INDUSTRIES PTE.LTD,HRD SINGAPORE PTE LTD,SITC DALIAN 1736S,SITSMMS17038312,JP,15990.00,SEKISUI BOND #94-ES BLACK DRUM,"93,352.41",4940161.00
10-Jan,HYSONIC PHILIPPINES INC,"RBK EMD CO., LTD",KE621,SEE1801305,KR,58.00,GLUE,"13,053.13",685814.00
5-Jan,IM DIGITAL PHIL INC,SAKAI TRADING COMPANY LIMITED,LD 0457,19764,JP,159.00,ADHESIVE,"19,248.19",1017198.00
11-Jan,IM DIGITAL PHIL INC,IM CO. LTD,KE623,PNX113646,KR,39.00,ADHESIVE TP,"6,995.58",375226.00
5-Jan,IM DIGITAL PHIL INC,IM CO. LTD,KE621,PNX113490,KR,70.00,ADHESIVE-TP & ETC.,"19,816.86",1047063.00
18-Jan,IM DIGITAL PHIL INC,IM CO. LTD,KE623,PNX113810,KR,65.00,ADHESIVE-TP & ETC.,"15,101.31",807284.00
30-Jan,IMCD PHILIPPINES CORPORATION,BHJ A/S,COLOMBO,N900042683,DK,10000.00,1X20 CNTR. STC : 500BAGS OF SCANPRO TM BEEF,"67,013.20",3467523.00
10-Jan,INFINITY SPORTS INTERNATIONAL INC.,"NINGBO JOHNSHEN STATIONERY CO.,LTD",TORRES STRAIT V.1729,11668,CN,7950.00,WHITE CRAFT GLUE,"5,681.48",288314.00
12-Jan,INGREDION PHILIPPINES INC.,INGREDION INC,HYUNDAI JAKARTA V 084W,HDMUIPWB3454878,US,18371.00,1X40 CNTR BATTER BIND S TRUETRACE IP,"14,245.11",753315.00
18-Jan,INGREDION PHILIPPINES INC.,INGREDION INC,HYUNDAI JAKARTA V 084W,HDMUIPWB3454903,US,18371.00,1X40 CONTAINER STC THERMTEX TRUETRACE IP,"19,284.93",1014637.00
26-Jan,INGREDION PHILIPPINES INC.,INGREDION INC,HYUNDAI SHANGHAI V205W,HDMUIPWB3457028,US,18893.00,DEXTRINS AND OTHER MODIFIED STARCHES (THERMT,"18,679.03",998882.00
12-Jan,INGREDION PHILIPPINES INC.,NATIONAL STARCH AND CHEMICAL,MOL SEABREEZE 0100N,MOLU13807324033,TH,70965.00,ELASTIGEL 1000J/ELATIGEL 3000M,"66,977.92",3375131.00
12-Jan,INGREDION PHILIPPINES INC.,INGREDION BRASIL INGREDIENTS,VALENCE 260AAE,BRSSZ4010700514,BR,10215.00,MODIFIED CORN STARCH DRYFLO,"13,669.65",714858.00
29-Jan,INGREDION PHILIPPINES INC.,NATIONAL STARCH AND CHEMICAL,MOL HORIZON 1097E,MOLU13807381706,TH,35750.00,MODIFIED STARCH PURITY 77 HV,"21,623.43",1116013.00
19-Jan,INGREDION PHILIPPINES INC.,INGREDION INC,HYUNDAI JAKARTA V. 084W,HDMUIPWB3454552,US,18371.00,MODIFIED STARCHES (THERMTEX),"19,284.93",1015321.00
18-Jan,INGREDION PHILIPPINES INC.,INGREDION INC. 5 WESTBROOK,HYUNDAI JAKARTA 084W,HDMUIPWB3454544,US,16465.00,"NATIONAL 711/ BATTERBIND S (TRUETRACE, IP)","15,045.24",795697.00
16-Jan,INGREDION PHILIPPINES INC.,NATIONAL STARCH AND CHEMICAL,MOL HORIZON 1096E,MOLU13807353828,TH,204105.00,NATIONAL 8991/CRISPIOCA/INSTANT PURE,"197,032.19",9961951.00
19-Jan,INGREDION PHILIPPINES INC.,INGREDION INC. 5 WESTBROOK,HYUNDAI JAKARTA 084W,HDMUIPWB3453834,US,18893.00,NATIONAL 912/ GEL N MELT/ NATIONAL 465 (TRUE,"22,970.46",1206238.00
24-Jan,INGREDION PHILIPPINES INC.,NATIONAL STARCH AND CHEMICAL,MOL HOPE 0038E,MOLU13807323844,TH,18000.00,NATIONAL FRIGEX,"12,721.44",653362.00
31-Jan,INGREDION PHILIPPINES INC.,NATIONAL STARCH AND CHEMICAL (THAIL,HANSA SIEBURG 1803,64571,TH,18000.00,STC MODIFIED STARCH (TAPIOCA),"12,315.48",637672.00
8-Jan,INGREDION PHILIPPINES INC.,INGREDION INC. 5 WESTBROOK,HYUNDAI BUSAN 104W,HDMUIPWB3451703,US,18371.00,THERMEX (TRUETRACE IP),"19,284.93",1009872.00
19-Jan,INLAND WAREHOUSING & LOGISTICS DIV.,"THREEBOND CO., LTD",CALLAO BRIDGE V.123S,NYKSTY6AF8349700,JP,1904.00,1826 NE THREEBOND BRAND PRODUCTS (TB2236C/,"38,292.13",2041863.00
31-Jan,INLAND WAREHOUSING & LOGISTICS DIV.,THREE BOND MANUFACTURING (THAILAND),ISEACO FORTUNE V.1803N,BKK0644980,TH,2641.00,625 PE UV ADHESIVE(TB3089H/TB3089G)DI ACRY,"150,093.34",8059186.00
30-Jan,INLAND WAREHOUSING & LOGISTICS DIV.,THREE BOND MANUFACTURING (THAILAND),PR731,YTH02619396,TH,352.00,TB 3089D,"12,422.70",672196.00
6-Jan,INLAND WAREHOUSING & LOGISTICS DIV.,THREE BOND SINGAPORE PTE LTD,PR512,PUM104659,SG,96.00,TB 3089H,"7,340.20",391309.00
26-Jan,INLAND WAREHOUSING & LOGISTICS DIV.,THREE BOND SINGAPORE PTE LTD,PR502,PUM104831,SG,93.00,TB 3089H TB 3089G,"7,650.50",416049.00
19-Jan,INLAND WAREHOUSING & LOGISTICS DIV.,THREE BOND MANUFACTURING (THAILAND),TG620,YTH02606995,TH,528.00,TB 3140C,"26,001.00",1385400.00
13-Jan,INLAND WAREHOUSING & LOGISTICS DIV.,THREE BOND MANUFACTURING (THAILAND),TG620,YTH02591901,TH,866.00,TB 3140C TB 2217P TB 3089D,"40,043.62",2120873.00
16-Jan,INLAND WAREHOUSING & LOGISTICS DIV.,"THREEBOND CO., LTD",PR431,739213,JP,148.00,"TB2082C, TB1530P, TB1354B, TB3006","8,862.89",473832.00
8-Jan,INLAND WAREHOUSING AND LOGISTICS/,VICTEX ADVANCED MATERIALS CORPORATI,UNI ARISE,ATCCE1712005,TW,2900.00,EC CLEANER,"16,766.00",889189.00
17-Jan,INTEGRATED MICRO-ELECTRONICS INC.,EMANUELE MASCHERPA SPA,CX935,4782018MI,IT,1120.00,EMAX RESINA PUR 560 (RESIN),"5,393.49",290964.00
7-Jan,INTEGRATED MICRO-ELECTRONICS INC.,HENKEL LOCTITE,OZ701,UYN00008536,CN,190.00,LOCTITE,"6,491.10",347121.00
17-Jan,INTEGRATED MICRO-ELECTRONICS INC.,NIHON HANDA MANUFACTURING,MH804,7HZZ578,MY,126.00,SOLDER PASTE,"6,434.98",345623.00
3-Jan,INTERNATIONAL FLAVORS & FRAGRANCES,DSM FOOD SPECIALTIES B.V.,NYK JOANNA V.059N,27101,DE,720.00,EXPRESA 2200 GF POWDER,"5,338.35",277256.00
19-Jan,INTERNATIONAL WIRING SYSTEMS PHILS.,SIIX CORP.,CI5879,YJP19865591,JP,1940.00,"BOND, CLIP AND CLAMP, ETC","46,111.78",2452073.00
21-Jan,J & J PHILIPPINES CORPORATION,"JYOHOKU DENSO CO., LTD.",PR407,YJP20621543,JP,422.00,"ADHESION,SLEEVE, ETC.","16,846.12",899828.00
18-Jan,JAIRATECH INC.,HUNTSMAN ADVANCED MATERIALS,CI5841,92332,US,109.00,EPIBOND 420 A/B,"12,119.16",648862.00
29-Jan,JANGHO GROUP CO LTD PHILIPPINE BRAN,GUANGZHOU JANGHO CURTAIN,TILLY RUSS,CAMNZXE33838,CN,850.00,WEATHER PROOFING SEALANT,"5,085.81",262283.00
23-Jan,JCT ENTERPRISE,HEBEI YUEHAN TRADING CO LTD,HAI LIAN V.1802S,SITGSHMNT11951,CN,4800.00,SILICONE SEALANT,"6,567.31",337332.00
23-Jan,JEBSEN & JESSEN INGREDIENTS (P),VEDAN VIETNAM ENTERPRISE CORP LTD,ST BLUE,OOLU2598301009,VN,54000.00,3 X 20 STC MODIFIED STARCH DISTARCH PHOSPHAT,"32,410.55",1657536.00
22-Jan,JEBSEN & JESSEN INGREDIENTS (P),VEDAN VIETNAM ENTERPRISE CORP,ST BLUE 020N,OOLU2598420340,VN,180000.00,MODIFIED STARCH ACETYLATED DISTARCH ADIPATE,"125,140.65",6374508.00
24-Jan,JEBSEN & JESSEN INGREDIENTS (P),VEDAN VIETNAM ENTERPRISE CORP,ST BLUE 020E,OOLU2598301000,VN,54000.00,MODIFIED STARCH ACETYLATED DISTARCH PHOSPHAT,"37,272.11",1903129.00
18-Jan,JT INTERNATIONAL ASIA MFG. CORP.,H.B. FULLER ADHESIVES MALAYSIA SDN,HERMA P 17001E,COAU7120783810A,MY,3175.00,ADHESIVE DURABOND-CONTROLLED,"7,376.64",397767.00
31-Jan,JTK ELECTRONIC COMPONENTS,WELLS ELECTRONIC MATERIAL,ISAO,SZHOE18015677,CN,2550.00,EPOXY ADHESIVE,"11,305.92",613530.00
3-Jan,KAMAZ TRADING,SHENZHEN YINGHUI CHUANGZHAN TRADE C,MCC KYOTO V.1731,MCB064853,CN,27270.00,STC THERMOPLASTIC PAINT,"14,364.00",732613.00
17-Jan,KASAMAHAN KAIBIGAN TRADING,"NINGBO SUNLIT INTERNATIONAL CO., LT",ISAO,SITGNBMN206076,CN,13500.00,"WHITE GLUE-ITEM#G-100, ITEM#88151-36D","6,956.64",356663.00
10-Jan,KEMIE SPECIALITY CORP.,PT. DOW INDONESIA,AS CONSTANTINA 0751-003B,EGLV080700535401,CN,8000.00,ROBOND(TM) RH-218 EMULSION,"12,800.00",649887.00
18-Jan,KINPO ELECTRONICS (PHILIPPINES) INC,ATOM-CELS SINGAPORE PTE LTD,NYK JOANNA V 060N,84106,SG,600.00,CONFORMAL COATING,"38,309.57",2029671.00
30-Jan,KK CONVERTER PHILS INC.,ETERNAL MATERIALS CO LTD,PHILIPPA SCHULTE,KHH085788,TW,14400.00,RAW MATERIALS FOR MANU. PRESSURE SENSITIVE,"8,127.52",446715.00
17-Jan,KK CONVERTER PHILS INC.,KUO TAI RESIN INDUSTRIAL CO LTD,WAN HAI 162,0017D70171,TW,18000.00,RAW MATERIALS FOR MANUFACTURING PRESSURE SEN,"7,808.00",423007.00
9-Jan,KNOWLES ELECTRONICS (PHILIPPINES)/,NI MALAYSIA SDN BHD / NATIONAL INST,CX 925,77562,MY,16.00,SMB200 SMB PLUG TO SMB PLUG COAX 50 OHM 1FT,"14,467.00",797104.00
9-Jan,KNOWLES ELECTRONICS (PHILIPPINES)/,NI MALAYSIA SDN BHD / NATIONAL INST,LD457,78041,MY,14.00,SMB200 SMB PLUG TO SMB PLUG COAX 50 OHM 1FT,"14,467.00",797104.00
30-Jan,KOMEYA FOOD PRODUCT CORPORATION,TONGAAT HULETT STARCH,JOGELA 166E,EGLV320730060571,ZA,300000.00,STARCH (PREGELATINISED),"81,240.00",4350377.00
5-Jan,KORPACK PHILIPPINES CORPORATION,KORPACK CORPORATION,FPMC CONTAINER 8,EKLX1712018,KR,7100.00,"ADHESIVE - D-3500, D-30","6,275.09",333799.00
